video,label,id,t_start,t_end,frames
1CM1_2_R_#221,G07,10,2996,3044,49
1CM1_2_R_#221,D0X,1,3045,3103,59
1CM1_2_R_#221,B0B,3,3104,3299,196
1CM1_2_R_#221,D0X,1,3300,3370,71
1CM1_2_R_#221,G08,11,3371,3405,35
1CM1_2_R_#221,D0X,1,3406,3495,90
1CM1_2_R_#221,B0B,3,3496,3642,147
1CM1_2_R_#221,D0X,1,3643,3688,46
1CM1_2_R_#221,G01,4,3689,3723,35
1CM1_2_R_#221,D0X,1,3724,3768,45
1CM1_2_R_#222,D0X,1,1,29,29
1CM1_2_R_#222,G08,11,30,80,51
1CM1_2_R_#222,D0X,1,81,107,27
1CM1_2_R_#222,B0A,2,108,250,143
1CM1_2_R_#222,D0X,1,251,307,57
1CM1_2_R_#222,G10,13,308,337,30
1CM1_2_R_#222,D0X,1,338,364,27
1CM1_2_R_#222,B0A,2,365,509,145
1CM1_2_R_#222,D0X,1,510,554,45
1CM1_2_R_#222,G04,7,555,594,40
1CM1_2_R_#222,D0X,1,595,654,60
1CM1_2_R_#222,B0A,2,655,839,185
1CM1_2_R_#222,D0X,1,840,903,64
1CM1_2_R_#222,G06,9,904,925,22
1CM1_2_R_#222,D0X,1,926,984,59
1CM1_2_R_#222,B0B,3,985,1151,167
1CM1_2_R_#222,D0X,1,1152,1415,264
1CM1_2_R_#222,G05,8,1416,1441,26
1CM1_2_R_#222,D0X,1,1442,1493,52
1CM1_2_R_#222,B0B,3,1494,1673,180
1CM1_2_R_#222,D0X,1,1674,1709,36
1CM1_2_R_#222,G01,4,1710,1733,24
1CM1_2_R_#222,D0X,1,1734,1793,60
1CM1_2_R_#222,B0B,3,1794,1948,155
1CM1_2_R_#222,D0X,1,1949,1987,39
1CM1_2_R_#222,G02,5,1988,2013,26
1CM1_2_R_#222,D0X,1,2014,2036,23
1CM1_2_R_#222,B0B,3,2037,2204,168
1CM1_2_R_#222,D0X,1,2205,2511,307
1CM1_2_R_#222,G09,12,2512,2553,42
1CM1_2_R_#222,D0X,1,2554,2597,44
1CM1_2_R_#222,B0B,3,2598,2763,166
1CM1_2_R_#222,D0X,1,2764,2874,111
1CM1_2_R_#222,G03,6,2875,2937,63
1CM1_2_R_#222,D0X,1,2938,2968,31
1CM1_2_R_#222,B0A,2,2969,3129,161
1CM1_2_R_#222,D0X,1,3130,3175,46
1CM1_2_R_#222,G07,10,3176,3211,36
1CM1_2_R_#222,D0X,1,3212,3255,44
1CM1_2_R_#222,B0A,2,3256,3412,157
1CM1_2_R_#222,D0X,1,3413,3455,43
1CM1_2_R_#222,G11,14,3456,3507,52
1CM1_2_R_#222,D0X,1,3508,3650,143
1CM1_2_R_#223,D0X,1,1,29,29
1CM1_2_R_#223,G07,10,30,63,34
1CM1_2_R_#223,D0X,1,64,101,38
1CM1_2_R_#223,B0A,2,102,263,162
1CM1_2_R_#223,D0X,1,264,358,95
1CM1_2_R_#223,G01,4,359,397,39
1CM1_2_R_#223,D0X,1,398,449,52
1CM1_2_R_#223,B0A,2,450,605,156
1CM1_2_R_#223,D0X,1,606,697,92
1CM1_2_R_#223,G08,11,698,729,32
1CM1_2_R_#223,D0X,1,730,865,136
1CM1_2_R_#223,B0B,3,866,1033,168
1CM1_2_R_#223,D0X,1,1034,1059,26
1CM1_2_R_#223,G11,14,1060,1110,51
1CM1_2_R_#223,D0X,1,1111,1150,40
1CM1_2_R_#223,B0A,2,1151,1281,131
1CM1_2_R_#223,D0X,1,1282,1497,216
1CM1_2_R_#223,G05,8,1498,1518,21
1CM1_2_R_#223,D0X,1,1519,1567,49
1CM1_2_R_#223,B0A,2,1568,1693,126
1CM1_2_R_#223,D0X,1,1694,1971,278
1CM1_2_R_#223,G02,5,1972,1995,24
1CM1_2_R_#223,D0X,1,1996,2049,54
1CM1_2_R_#223,B0B,3,2050,2193,144
1CM1_2_R_#223,D0X,1,2194,2217,24
1CM1_2_R_#223,G10,13,2218,2254,37
1CM1_2_R_#223,D0X,1,2255,2301,47
1CM1_2_R_#223,B0B,3,2302,2483,182
1CM1_2_R_#223,D0X,1,2484,2506,23
1CM1_2_R_#223,G06,9,2507,2557,51
1CM1_2_R_#223,D0X,1,2558,2652,95
1CM1_2_R_#223,B0B,3,2653,2832,180
1CM1_2_R_#223,D0X,1,2833,2876,44
1CM1_2_R_#223,G03,6,2877,2924,48
1CM1_2_R_#223,D0X,1,2925,2978,54
1CM1_2_R_#223,B0B,3,2979,3164,186
1CM1_2_R_#223,D0X,1,3165,3368,204
1CM1_2_R_#223,G04,7,3369,3421,53
1CM1_2_R_#223,D0X,1,3422,3489,68
1CM1_2_R_#223,B0A,2,3490,3699,210
1CM1_2_R_#223,D0X,1,3700,3826,127
1CM1_2_R_#223,G09,12,3827,3875,49
1CM1_2_R_#223,D0X,1,3876,3988,113
1CM1_2_R_#224,D0X,1,1,34,34
1CM1_2_R_#224,G01,4,35,87,53
1CM1_2_R_#224,D0X,1,88,130,43
1CM1_2_R_#224,B0A,2,131,265,135
1CM1_2_R_#224,D0X,1,266,273,8
1CM1_2_R_#224,G11,14,274,343,70
1CM1_2_R_#224,D0X,1,344,376,33
1CM1_2_R_#224,B0A,2,377,520,144
1CM1_2_R_#224,D0X,1,521,565,45
1CM1_2_R_#224,G09,12,566,600,35
1CM1_2_R_#224,D0X,1,601,683,83
1CM1_2_R_#224,B0B,3,684,828,145
1CM1_2_R_#224,D0X,1,829,872,44
1CM1_2_R_#224,G06,9,873,930,58
1CM1_2_R_#224,D0X,1,931,991,61
1CM1_2_R_#224,B0A,2,992,1130,139
1CM1_2_R_#224,D0X,1,1131,1339,209
1CM1_2_R_#224,G10,13,1340,1389,50
1CM1_2_R_#224,D0X,1,1390,1422,33
1CM1_2_R_#224,B0B,3,1423,1579,157
1CM1_2_R_#224,D0X,1,1580,1786,207
1CM1_2_R_#224,G04,7,1787,1841,55
1CM1_2_R_#224,D0X,1,1842,1896,55
1CM1_2_R_#224,B0B,3,1897,2054,158
1CM1_2_R_#224,D0X,1,2055,2105,51
1CM1_2_R_#224,G07,10,2106,2162,57
1CM1_2_R_#224,D0X,1,2163,2223,61
1CM1_2_R_#224,B0A,2,2224,2368,145
1CM1_2_R_#224,D0X,1,2369,2399,31
1CM1_2_R_#224,G05,8,2400,2446,47
1CM1_2_R_#224,D0X,1,2447,2493,47
1CM1_2_R_#224,B0B,3,2494,2629,136
1CM1_2_R_#224,D0X,1,2630,2916,287
1CM1_2_R_#224,G03,6,2917,2979,63
1CM1_2_R_#224,D0X,1,2980,3020,41
1CM1_2_R_#224,B0B,3,3021,3266,246
1CM1_2_R_#224,D0X,1,3267,3339,73
1CM1_2_R_#224,G02,5,3340,3368,29
1CM1_2_R_#224,D0X,1,3369,3437,69
1CM1_2_R_#224,B0A,2,3438,3612,175
1CM1_2_R_#224,D0X,1,3613,3650,38
1CM1_2_R_#224,G08,11,3651,3693,43
1CM1_2_R_#224,D0X,1,3694,3822,129
1CM1_3_R_#225,D0X,1,1,43,43
1CM1_3_R_#225,G01,4,44,78,35
1CM1_3_R_#225,B0B,3,79,344,266
1CM1_3_R_#225,G05,8,345,395,51
1CM1_3_R_#225,B0A,2,396,660,265
1CM1_3_R_#225,G11,14,661,706,46
1CM1_3_R_#225,B0B,3,707,934,228
1CM1_3_R_#225,G04,7,935,971,37
1CM1_3_R_#225,B0A,2,972,1289,318
1CM1_3_R_#225,G09,12,1290,1338,49
1CM1_3_R_#225,B0B,3,1339,1635,297
1CM1_3_R_#225,D0X,1,1636,1926,291
1CM1_3_R_#225,G08,11,1927,1988,62
1CM1_3_R_#225,B0A,2,1989,2245,257
1CM1_3_R_#225,D0X,1,2246,2470,225
1CM1_3_R_#225,G03,6,2471,2506,36
1CM1_3_R_#225,B0A,2,2507,2520,14
1CM1_3_R_#225,B0B,3,2521,2884,364
1CM1_3_R_#225,G07,10,2885,2954,70
1CM1_3_R_#225,B0A,2,2955,3270,316
1CM1_3_R_#225,G06,9,3271,3313,43
1CM1_3_R_#225,B0B,3,3314,3330,17
1CM1_3_R_#225,B0A,2,3331,3593,263
1CM1_3_R_#225,D0X,1,3594,3857,264
1CM1_3_R_#225,G10,13,3858,3923,66
1CM1_3_R_#225,B0B,3,3924,4136,213
1CM1_3_R_#225,G02,5,4137,4185,49
1CM1_3_R_#225,D0X,1,4186,4260,75
1CM1_3_R_#226,D0X,1,1,56,56
1CM1_3_R_#226,G11,14,57,85,29
1CM1_3_R_#226,B0B,3,86,351,266
1CM1_3_R_#226,G08,11,352,394,43
1CM1_3_R_#226,B0A,2,395,683,289
1CM1_3_R_#226,G02,5,684,720,37
1CM1_3_R_#226,B0A,2,721,1085,365
1CM1_3_R_#226,D0X,1,1086,1493,408
1CM1_3_R_#226,G05,8,1494,1519,26
1CM1_3_R_#226,B0A,2,1520,1991,472
1CM1_3_R_#226,D0X,1,1992,2339,348
1CM1_3_R_#226,G04,7,2340,2376,37
1CM1_3_R_#226,B0B,3,2377,2641,265
1CM1_3_R_#226,G10,13,2642,2676,35
1CM1_3_R_#226,B0A,2,2677,3052,376
1CM1_3_R_#226,D0X,1,3053,3411,359
1CM1_3_R_#226,G06,9,3412,3443,32
1CM1_3_R_#226,B0B,3,3444,3778,335
1CM1_3_R_#226,G03,6,3779,3806,28
1CM1_3_R_#226,B0A,2,3807,4057,251
1CM1_3_R_#226,G07,10,4058,4084,27
1CM1_3_R_#226,B0B,3,4085,4354,270
1CM1_3_R_#226,G09,12,4355,4405,51
1CM1_3_R_#226,B0B,3,4406,4729,324
1CM1_3_R_#226,G01,4,4730,4768,39
1CM1_3_R_#226,D0X,1,4769,4795,27
1CM1_3_R_#227,D0X,1,1,37,37
1CM1_3_R_#227,G07,10,38,61,24
1CM1_3_R_#227,B0B,3,62,366,305
1CM1_3_R_#227,G08,11,367,416,50
1CM1_3_R_#227,B0A,2,417,732,316
1CM1_3_R_#227,G11,14,733,764,32
1CM1_3_R_#227,B0A,2,765,1104,340
1CM1_3_R_#227,G05,8,1105,1153,49
1CM1_3_R_#227,B0B,3,1154,1500,347
1CM1_3_R_#227,D0X,1,1501,1873,373
1CM1_3_R_#227,G10,13,1874,1912,39
1CM1_3_R_#227,B0A,2,1913,2413,501
1CM1_3_R_#227,D0X,1,2414,2652,239
1CM1_3_R_#227,G03,6,2653,2699,47
1CM1_3_R_#227,B0B,3,2700,3010,311
1CM1_3_R_#227,G09,12,3011,3055,45
1CM1_3_R_#227,B0B,3,3056,3351,296
1CM1_3_R_#227,D0X,1,3352,3681,330
1CM1_3_R_#227,G01,4,3682,3712,31
1CM1_3_R_#227,B0B,3,3713,4362,650
1CM1_3_R_#227,G02,5,4363,4400,38
1CM1_3_R_#227,B0A,2,4401,4667,267
1CM1_3_R_#227,G06,9,4668,4698,31
1CM1_3_R_#227,B0A,2,4699,4999,301
1CM1_3_R_#227,G04,7,5000,5038,39
1CM1_3_R_#228,D0X,1,1,53,53
1CM1_3_R_#228,G08,11,54,88,35
1CM1_3_R_#228,B0A,2,89,361,273
1CM1_3_R_#228,G10,13,362,388,27
1CM1_3_R_#228,B0A,2,389,622,234
1CM1_3_R_#228,G07,10,623,647,25
1CM1_3_R_#228,B0B,3,648,922,275
1CM1_3_R_#228,G09,12,923,969,47
1CM1_3_R_#228,B0A,2,970,1314,345
1CM1_3_R_#228,D0X,1,1315,1500,186
1CM1_3_R_#228,G05,8,1501,1543,43
1CM1_3_R_#228,B0A,2,1544,1950,407
1CM1_3_R_#228,D0X,1,1951,2108,158
1CM1_3_R_#228,G06,9,2109,2151,43
1CM1_3_R_#228,B0B,3,2152,2473,322
1CM1_3_R_#228,G02,5,2474,2503,30
1CM1_3_R_#228,B0B,3,2504,2804,301
1CM1_3_R_#228,G11,14,2805,2845,41
1CM1_3_R_#228,B0B,3,2846,3196,351
1CM1_3_R_#228,D0X,1,3197,3443,247
1CM1_3_R_#228,G01,4,3444,3462,19
1CM1_3_R_#228,B0A,2,3463,3771,309
1CM1_3_R_#228,G03,6,3772,3800,29
1CM1_3_R_#228,B0B,3,3801,4112,312
1CM1_3_R_#228,G04,7,4113,4169,57
1CM1_3_R_#228,D0X,1,4170,4176,7
1CM42_15_R_#197,B0A,2,1,14,14
1CM42_15_R_#197,G05,8,15,71,57
1CM42_15_R_#197,B0B,3,72,347,276
1CM42_15_R_#197,G08,11,348,414,67
1CM42_15_R_#197,B0B,3,415,742,328
1CM42_15_R_#197,G03,6,743,792,50
1CM42_15_R_#197,B0B,3,793,1060,268
1CM42_15_R_#197,G11,14,1061,1083,23
1CM42_15_R_#197,B0A,2,1084,1337,254
1CM42_15_R_#197,G07,10,1338,1401,64
1CM42_15_R_#197,B0A,2,1402,1620,219
1CM42_15_R_#197,G06,9,1621,1670,50
1CM42_15_R_#197,B0A,2,1671,1953,283
1CM42_15_R_#197,D0X,1,1954,2250,297
1CM42_15_R_#197,G02,5,2251,2281,31
1CM42_15_R_#197,B0B,3,2282,2662,381
1CM42_15_R_#197,G09,12,2663,2697,35
1CM42_15_R_#197,B0B,3,2698,2959,262
1CM42_15_R_#197,D0X,1,2960,3198,239
1CM42_15_R_#197,G10,13,3199,3259,61
1CM42_15_R_#197,B0A,2,3260,3540,281
1CM42_15_R_#197,D0X,1,3541,3711,171
1CM42_15_R_#197,G01,4,3712,3743,32
1CM42_15_R_#197,B0A,2,3744,4009,266
1CM42_15_R_#197,G04,7,4010,4032,23
1CM42_15_R_#197,D0X,1,4033,4124,92
1CM42_15_R_#198,B0A,2,1,15,15
1CM42_15_R_#198,G06,9,16,62,47
1CM42_15_R_#198,B0B,3,63,360,298
1CM42_15_R_#198,G05,8,361,406,46
1CM42_15_R_#198,B0A,2,407,822,416
1CM42_15_R_#198,G01,4,823,852,30
1CM42_15_R_#198,B0B,3,853,1141,289
1CM42_15_R_#198,G09,12,1142,1181,40
1CM42_15_R_#198,B0A,2,1182,1530,349
1CM42_15_R_#198,D0X,1,1531,1760,230
1CM42_15_R_#198,G08,11,1761,1830,70
1CM42_15_R_#198,B0A,2,1831,2160,330
1CM42_15_R_#198,G03,6,2161,2210,50
1CM42_15_R_#198,B0B,3,2211,2511,301
1CM42_15_R_#198,D0X,1,2512,2764,253
1CM42_15_R_#198,G02,5,2765,2808,44
1CM42_15_R_#198,B0A,2,2809,3165,357
1CM42_15_R_#198,D0X,1,3166,3394,229
1CM42_15_R_#198,G04,7,3395,3448,54
1CM42_15_R_#198,B0B,3,3449,3804,356
1CM42_15_R_#198,G11,14,3805,3858,54
1CM42_15_R_#198,B0A,2,3859,4044,186
1CM42_15_R_#198,G10,13,4045,4081,37
1CM42_15_R_#198,B0B,3,4082,4371,290
1CM42_15_R_#198,G07,10,4372,4425,54
1CM42_15_R_#198,D0X,1,4426,4465,40
1CM42_15_R_#199,B0A,2,1,16,16
1CM42_15_R_#199,G09,12,17,65,49
1CM42_15_R_#199,B0B,3,66,329,264
1CM42_15_R_#199,G08,11,330,387,58
1CM42_15_R_#199,B0A,2,388,660,273
1CM42_15_R_#199,G07,10,661,710,50
1CM42_15_R_#199,B0A,2,711,947,237
1CM42_15_R_#199,G10,13,948,992,45
1CM42_15_R_#199,B0A,2,993,1292,300
1CM42_15_R_#199,D0X,1,1293,1534,242
1CM42_15_R_#199,G05,8,1535,1597,63
1CM42_15_R_#199,B0A,2,1598,1941,344
1CM42_15_R_#199,D0X,1,1942,2239,298
1CM42_15_R_#199,G11,14,2240,2308,69
1CM42_15_R_#199,B0B,3,2309,2602,294
1CM42_15_R_#199,G03,6,2603,2641,39
1CM42_15_R_#199,B0B,3,2642,2887,246
1CM42_15_R_#199,G06,9,2888,2929,42
1CM42_15_R_#199,B0A,2,2930,3162,233
1CM42_15_R_#199,D0X,1,3163,3558,396
1CM42_15_R_#199,G01,4,3559,3597,39
1CM42_15_R_#199,B0B,3,3598,3884,287
1CM42_15_R_#199,G02,5,3885,3910,26
1CM42_15_R_#199,B0B,3,3911,4161,251
1CM42_15_R_#199,G04,7,4162,4219,58
1CM42_15_R_#199,D0X,1,4220,4243,24
1CM42_15_R_#200,B0B,3,1,11,11
1CM42_15_R_#200,G11,14,12,60,49
1CM42_15_R_#200,B0A,2,61,400,340
1CM42_15_R_#200,G09,12,401,451,51
1CM42_15_R_#200,B0B,3,452,780,329
1CM42_15_R_#200,G06,9,781,828,48
1CM42_15_R_#200,B0B,3,829,1173,345
1CM42_15_R_#200,G07,10,1174,1230,57
1CM42_15_R_#200,B0A,2,1231,1500,270
1CM42_15_R_#200,G08,11,1501,1542,42
1CM42_15_R_#200,B0B,3,1543,1796,254
1CM42_15_R_#200,D0X,1,1797,2086,290
1CM42_15_R_#200,G03,6,2087,2136,50
1CM42_15_R_#200,B0B,3,2137,2486,350
1CM42_15_R_#200,G10,13,2487,2536,50
1CM42_15_R_#200,B0A,2,2537,2885,349
1CM42_15_R_#200,D0X,1,2886,3201,316
1CM42_15_R_#200,G01,4,3202,3238,37
1CM42_15_R_#200,B0A,2,3239,3559,321
1CM42_15_R_#200,D0X,1,3560,3699,140
1CM42_15_R_#200,G02,5,3700,3739,40
1CM42_15_R_#200,B0B,3,3740,4152,413
1CM42_15_R_#200,G05,8,4153,4198,46
1CM42_15_R_#200,B0A,2,4199,4483,285
1CM42_15_R_#200,G04,7,4484,4536,53
1CM42_15_R_#200,D0X,1,4537,4583,47
1CM42_30_R_#145,D0X,1,1,63,63
1CM42_30_R_#145,G01,4,64,105,42
1CM42_30_R_#145,B0B,3,106,430,325
1CM42_30_R_#145,G07,10,431,463,33
1CM42_30_R_#145,B0A,2,464,704,241
1CM42_30_R_#145,G05,8,705,735,31
1CM42_30_R_#145,B0A,2,736,945,210
1CM42_30_R_#145,G04,7,946,987,42
1CM42_30_R_#145,B0B,3,988,1248,261
1CM42_30_R_#145,D0X,1,1249,1509,261
1CM42_30_R_#145,G03,6,1510,1534,25
1CM42_30_R_#145,B0B,3,1535,1796,262
1CM42_30_R_#145,D0X,1,1797,2092,296
1CM42_30_R_#145,G02,5,2093,2125,33
1CM42_30_R_#145,B0A,2,2126,2397,272
1CM42_30_R_#145,G09,12,2398,2450,53
1CM42_30_R_#145,B0A,2,2451,2694,244
1CM42_30_R_#145,G06,9,2695,2735,41
1CM42_30_R_#145,B0B,3,2736,3074,339
1CM42_30_R_#145,G08,11,3075,3120,46
1CM42_30_R_#145,B0A,2,3121,3277,157
1CM42_30_R_#145,D0X,1,3278,3511,234
1CM42_30_R_#145,G10,13,3512,3538,27
1CM42_30_R_#145,B0B,3,3539,3677,139
1CM42_30_R_#145,G11,14,3678,3714,37
1CM42_30_R_#145,D0X,1,3715,3760,46
1CM42_30_R_#146,D0X,1,1,37,37
1CM42_30_R_#146,G01,4,38,104,67
1CM42_30_R_#146,B0B,3,105,408,304
1CM42_30_R_#146,G10,13,409,451,43
1CM42_30_R_#146,B0A,2,452,812,361
1CM42_30_R_#146,G05,8,813,870,58
1CM42_30_R_#146,B0B,3,871,1180,310
1CM42_30_R_#146,G04,7,1181,1222,42
1CM42_30_R_#146,B0B,3,1223,1453,231
1CM42_30_R_#146,G11,14,1454,1496,43
1CM42_30_R_#146,B0B,3,1497,1705,209
1CM42_30_R_#146,D0X,1,1706,2032,327
1CM42_30_R_#146,G08,11,2033,2084,52
1CM42_30_R_#146,B0A,2,2085,2308,224
1CM42_30_R_#146,D0X,1,2309,2546,238
1CM42_30_R_#146,G02,5,2547,2588,42
1CM42_30_R_#146,B0A,2,2589,2784,196
1CM42_30_R_#146,D0X,1,2785,3032,248
1CM42_30_R_#146,G09,12,3033,3094,62
1CM42_30_R_#146,B0A,2,3095,3277,183
1CM42_30_R_#146,G07,10,3278,3337,60
1CM42_30_R_#146,B0A,2,3338,3558,221
1CM42_30_R_#146,G03,6,3559,3598,40
1CM42_30_R_#146,B0B,3,3599,3722,124
1CM42_30_R_#146,G06,9,3723,3754,32
1CM42_30_R_#147,D0X,1,1,44,44
1CM42_30_R_#147,G09,12,45,102,58
1CM42_30_R_#147,B0B,3,103,417,315
1CM42_30_R_#147,G06,9,418,454,37
1CM42_30_R_#147,B0A,2,455,735,281
1CM42_30_R_#147,G10,13,736,768,33
1CM42_30_R_#147,B0A,2,769,1045,277
1CM42_30_R_#147,G03,6,1046,1078,33
1CM42_30_R_#147,B0A,2,1079,1258,180
1CM42_30_R_#147,D0X,1,1259,1444,186
1CM42_30_R_#147,G01,4,1445,1503,59
1CM42_30_R_#147,B0A,2,1504,1646,143
1CM42_30_R_#147,D0X,1,1647,1850,204
1CM42_30_R_#147,G08,11,1851,1901,51
1CM42_30_R_#147,B0B,3,1902,2239,338
1CM42_30_R_#147,G05,8,2240,2285,46
1CM42_30_R_#147,B0B,3,2286,2540,255
1CM42_30_R_#147,G11,14,2541,2578,38
1CM42_30_R_#147,B0A,2,2579,2850,272
1CM42_30_R_#147,D0X,1,2851,3053,203
1CM42_30_R_#147,G04,7,3054,3101,48
1CM42_30_R_#147,B0B,3,3102,3334,233
